Name,Address,Phone,Website,Rating,Pricing,Description,Tags,Images
 Pampa Brazilian Steakhouse Calgary Downtown,"521 10 Ave SW, Calgary, AB T2R 0A8",(587) 354-3441,https://www.opentable.ca/pampa-brazilian-steakhouse-calgary?corrid=26186fa6-0a4f-4934-b0ab-72f332d001dd&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,4.8,0.75,Always a good experience.  Good place for a team meal,"Brazilian,Steakhouse,Downtown","['https://s1.qwant.com/thumbr/474x355/0/4/740ad40a2abc787b7c3be5dd5bd2de5ae768f383b8523114913603ea6736f4/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.yEIEVipQGt8amHuU3JQeYAHaFj%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x474/c/1/77318307bb5de85716ab2af40f198c5bfbcf6f36de6e21f7816c9e2ec45fc3/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.eYpJsfWB3lN2oCbEhVzmhAHaHa%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x168/0/0/a0094a74ede9f39fc38e643c181af6fc720ad17e3696b7b82f58261508c912/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.AZ0Cn00IsyPObSwNXYlvtgHaCo%26pid%3DApi&q=0&b=1&p=0&a=0']"
 Klein / Harris,"110 8 Ave SW, Calgary, AB T2P 1B3",(403) 262-8100,https://www.opentable.ca/r/klein-harris-calgary?corrid=26186fa6-0a4f-4934-b0ab-72f332d001dd&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,4.6,0.75,"Food was fantastic! Smaller restaurant, patio outside, finding parking was a bit of a task.","Canadian,Calgary","['https://s1.qwant.com/thumbr/474x331/9/d/71e9271c990fc178e40c07a5582cf37b5aeee1dd7f6ce19f8f4e19bd2c5a0a/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.UUrmqwvDx0_BjdzBv2OhPgHaFL%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x316/a/7/3309bd5893189302395f96ac31051059c722a6d25aa987393cb83af1b05aaf/th.jpg?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.mnnE6mP-cq8IXeOFypuNaQHaE8%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x266/7/b/12e648ef18feef40267c0cbce8d1c4bfd38de45f233138d903f57228426e64/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.megOmD2NYP2mQxzmhwuYhwEsCo%26pid%3DApi&q=0&b=1&p=0&a=0']"
 Ruth's Chris Steak House - Calgary,"Calgary Tower, 294, 115 - 9th Avenue SE 2nd Floor of, Calgary, AB T2G 0P5",(403) 246-3636,https://www.opentable.ca/ruths-chris-steak-house-calgary?corrid=26186fa6-0a4f-4934-b0ab-72f332d001dd&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,4.8,1.0,It was a very good experience like the steak great service will go back for sure if I am in the areas,"Steak,Calgary","['https://s2.qwant.com/thumbr/474x314/c/b/cd8a2fa650f9c7f135e7cc4cb28d5c2d261ec185cbda3a8a730e7a84df9c54/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.p5oKu9QrrNzYZ6sIbn3NXAHaE6%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x314/2/5/80184d39946622cffed778d34f59a03dd880fe804ea62bd691a165807ec554/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.VBHkDe06TlEWix8bVNDTVAHaE6%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x296/4/3/ec7dc20e7a273eced7d30d348afc5b5d289a75d4441dd04a27df35caefd791/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.eg0t-qNVCUMmGGu6eoSkogHaEo%26pid%3DApi&q=0&b=1&p=0&a=0']"
 Briggs Kitchen + Bar,"Briggs Kitchen + Bar restaurant - Calgary, AB | OpenTable",(587) 350-5015,https://www.opentable.ca/briggs-kitchen-and-bar?corrid=26186fa6-0a4f-4934-b0ab-72f332d001dd&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,4.2,0.5,amazing experience.  will defiantly be on one of my goto spots for a business lunch,"Global,International,Downtown","['https://s2.qwant.com/thumbr/474x315/c/d/848a5bb3d7daa15853b7673c37ef3ac5b3bc73dd55ad5d07970f45fdd121ec/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.TDtZCnpZeIR48Osx1v6SqwHaE7%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x316/a/8/e3932bf7fa83e61751e34df9bf9f2eb1886e5a8ccd671247db8202ce3df1bd/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.384dboWRklo7jOI83HXK8wHaE8%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x316/4/7/b2cb2957274661b2082eb49ec105bb2be5d6700245c63b69d7707c7b0e574d/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.WIf4wYBHITtg6SiALXdCgQHaE8%26pid%3DApi&q=0&b=1&p=0&a=0']"
 National on 8th,"225 8 Ave SW #360, Calgary, AB T2P 2W3",(403) 237-5556,https://www.opentable.ca/r/national-on-8th-calgary?corrid=26186fa6-0a4f-4934-b0ab-72f332d001dd&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,4.0,0.5,"Great service!
Thank you!
We will be back too bad the flames lostâ¦","Canadian,Downtown","['https://s2.qwant.com/thumbr/474x312/7/a/17878bba56b64dc69dbac22fdad3f6a1c2661ecfc9c1820e03d178d4f923bb/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.ux6tnUfvpw3ptWN2zYPlUQHaE4%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x315/6/2/bd24776737c40af242b889a986d86764a59ab50f00cdaeb0629fc740d241a6/th.jpg?u=https%3A%2F%2Ftse4.explicit.bing.net%2Fth%3Fid%3DOIP.ZKMRHT1pr5sCC9aRw-BcEwHaE7%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x316/4/9/304518c7d425fe24f6d4f8e62d88844410f6f270c63b0af2d2f3c5f3074a27/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.QnOtB5HheSIFNaSb0obiAwHaE8%26pid%3DApi&q=0&b=1&p=0&a=0']"
 ONE18 EMPIRE,"820 Centre St S, Calgary, AB T2G 5J2",(403) 269-0299,https://www.opentable.ca/one18-empire?corrid=26186fa6-0a4f-4934-b0ab-72f332d001dd&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,4.0,0.5,"The server was amazing... and the Old Fashioned drinks were entertaining to watch them smoked and tasted delicious.    Dinner was great and the venue is perfect for a group to talk, as many restaurants have music too loud to have a conversation across a table but One18 Empire was perfect.   Definately coming back... via UBER so we can have a few drinks.","Contemporary,American,Downtown","['https://s2.qwant.com/thumbr/474x316/7/b/4c9824cc3207b8e91cabcaea642073aa53069bcc9109968eca83c0cfef26fb/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.dUsgG5Br3-B0hbkUvAqiwgHaE8%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x474/e/d/d14c653ef5a68be0064cae9a7a6f82c273db013e8048cbef3da1245de8a49c/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.5lhFeAMsmi-kqpoVUANsiAHaHa%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x474/c/8/062600db4574a891a7aa749479afc395ffe8be540c4d8a156ab73bcaf8d3f1/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.RfwR8CnQZ0-AfMhymjXE5AHaHa%26pid%3DApi&q=0&b=1&p=0&a=0']"
 The Palomino Smokehouse,"109 7 Ave SW, Calgary, AB T2P 3E6",(403) 532-1911,https://www.opentable.ca/r/the-palomino-smokehouse-calgary?corrid=26186fa6-0a4f-4934-b0ab-72f332d001dd&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,4.1,0.5,The Palomino is always the best. From the greeting to the good bye when you leave. Everything was outstanding. The appetizers were cooked to perfection. My client had the special he almost ate the plate. I had the chili and it was above and beyond anything I have ever had in the chili category!! Thank you Palomino I will be back again soon.,"Barbecue,Calgary","['https://s2.qwant.com/thumbr/474x355/6/4/fa038eddb81cd0d8e415a9744537618ba3c40daff0be6e47d951a03621c679/th.jpg?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.JP5B0TmHRTqVWM8g0zXFqAHaFj%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x355/a/5/85947a9e0133040b1c6924a89142e13733048641796984a0088c769e805fc6/th.jpg?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.MFckKrohPd-jhunvY-dbtgHaFj%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x316/4/3/4f6e9243236e7ce78c14ead39571dd9a02e1550333b617d2c4f1cc2d816a7d/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.dEM72jKUeneKpnqtBmC6TwHaE8%26pid%3DApi&q=0&b=1&p=0&a=0']"
 National on 10th,"341 10 Ave SW, Calgary, AB T2R 0A5",(403) 474-2739,https://www.opentable.ca/r/national-on-10th-calgary?corrid=26186fa6-0a4f-4934-b0ab-72f332d001dd&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,3.9,0.5,"Great Spot, wanted the patio but wasnt opened yet. Great Happy Hour but wish there was food options as well","Beer,Garden,Downtown","['https://s1.qwant.com/thumbr/474x316/3/5/39731fc4c6925617f79bd7bd30a3150431d4f557db038f08f010ad8c68c509/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.rGPB778YD_Lxy9HqmQN1dQHaE8%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x632/8/e/c5d964c154366f51e912ddc28db1189dafcb97ab30f9e011f77deb7437d782/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.QBEVS6-yEDADLmGiBcBsrAHaJ4%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/468x557/b/c/023c41c63b47703889eaba08663dbf16d696661f02b3e93533c11cba237d3e/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.VeAsn4amE5oqPGzRSqx_xgAAAA%26pid%3DApi&q=0&b=1&p=0&a=0']"
 The DERRICK Gin Mill & Bar,"620 8 Ave SW #102, Calgary, AB T2P 1G6",(403) 475-7226,https://www.opentable.ca/the-derrick-gin-mill-and-bar?corrid=26186fa6-0a4f-4934-b0ab-72f332d001dd&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,4.3,0.5,"Great spot, always","Canadian,Downtown","['https://s1.qwant.com/thumbr/474x474/3/b/b96b873fd9658f326072bf742035ec65d5d771ffc8951c41eb73b2efec56a6/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.Nv8YEbf6E3DxPQZaCrtG5wHaHa%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x316/1/8/8d35e54046119a85d227b75ae721e312eec5196288f6174cfe55b0be72e676/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.yBxOaT-sHeFVd6b5zXpCOQHaE8%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x315/c/6/87a0723a1f64e3b36a2f18a8f5f64266e7d0279720b5f03b418c943f38b261/th.jpg?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.BGykl7P-wlpkPBCWUNq6lwHaE7%26pid%3DApi&q=0&b=1&p=0&a=0']"
 The Bank and Baron Pub,"125 8 Ave SW, Calgary, AB T2P 1B4",(587) 293-9688,https://www.opentable.ca/the-bank-and-baron-pub?corrid=26186fa6-0a4f-4934-b0ab-72f332d001dd&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,3.9,0.5,"We were charged for extra alcohol but didnât notice till after we paid. The food was very bland and plain. I added chicken to my Caesar salad and was astonishing that it was half the price of the salad additionally. The dressing was bland. The beef dips were really bland as well. My drink was 50% water and the waiter never filled my drink up again so I had nothing till we were all done

I have been here a few times. Not sure why this experience was so terrible","Canadian,Downtown","['https://s2.qwant.com/thumbr/474x474/5/f/9139737a08d1d8e58d4ab05d823a1c34df85b4fdc880aac8f818aa14db6221/th.jpg?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.V0A_o8rYE6F_fg7Jaj6yNgHaHa%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x474/f/9/acce839a63e08eb422d2ea2d5c87807aec38e404355178cf87c5590028a34e/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.JWHC-vVqGUjOxNfpwn652wHaHa%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x474/5/d/a5417feb8af8820a4359cc580bd0b2f8858b1480a2edc6c8d51cacdb756c24/th.jpg?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.FDrf02zeVL0dE0ykve5o7AHaHa%26pid%3DApi&q=0&b=1&p=0&a=0']"
 Thomsons Kitchen & Bar,"112 8 Ave SE, Calgary, AB T2G 5P6",(403) 537-4449,https://www.opentable.ca/r/thomsons-kitchen-and-bar-calgary?corrid=26186fa6-0a4f-4934-b0ab-72f332d001dd&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,4.0,0.5,"Great food with lots of options. Was short staffed during Stampede that day, as it is otherwise  5 stars all around.","Canadian,Downtown","['https://s2.qwant.com/thumbr/474x316/6/d/fe62c3a57157e3f914a9a764ee54e31ceb7543f02516bba582c22f83eaa4fe/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.wU0XKyQS41-O7qCdLTQHWgHaE8%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x248/b/1/1abcde065bff77cd8c804ba9413374b65679e083591a200576451a16323bbd/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.F5gV-meNMS4uRKexS2vG2AHaD4%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x315/7/3/0f44c5949d46f538b13e55e45ad37f48823a270dfc8d91361802594e7707b6/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.SaPQaEuu0UzyootxG-BpJAHaE7%26pid%3DApi&q=0&b=1&p=0&a=0']"
 UNTITLED Champagne Lounge,"620 8 Ave SW #104, Calgary, AB T2P 1G6",(403) 475-7226,https://www.opentable.ca/r/untitled-champagne-lounge-calgary?corrid=26186fa6-0a4f-4934-b0ab-72f332d001dd&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,4.2,0.5,"Stopped by Untitled for some champagne and dessert celebrating our anniversary. The staff were all very polite and welcoming. We sat at the bar and the bartender Kim suggested Billecart Brut, which Iâve never tried before. It was an awesome suggestion and paired well with the Gin and Tonic dessert we shared. Not only do they have the largest bubble selection in the city, but the have the best original cocktails. This crew knows what they are doing and I canât recommend enough!","Tapas,Small,Plates,Downtown","['https://s2.qwant.com/thumbr/474x340/d/8/4d212995bb7544ae44dbfe495625c1d67e313120d3b25d7afbafc6c45c34d2/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.PZWnts0YFQnWMCusLZbtxAHaFU%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x315/6/6/9ae131d4344d9d224a8e78af0bfbba2bf6333dd6b0578c674b95f8a2e1b162/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.NkzupzM1sPIIEleqZRKZCQHaE7%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x316/f/b/e49aad8215374afa03c41dec13854409dd8bce2a450e1754b7bb9eecbd8acc/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP._h-Iz6SeTqZ-V-GYq6lSQgHaE8%26pid%3DApi&q=0&b=1&p=0&a=0']"
 ConMi Taco,"ConMi Taco restaurant - Calgary, AB | OpenTable",(587) 890-7192,https://www.opentable.ca/r/conmi-taco-calgary?corrid=26186fa6-0a4f-4934-b0ab-72f332d001dd&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,4.6,0.75,"Love love love this place. Service was impeccable, food delicious and canât say enough about the margheritas!","Fusion,Eclectic,Calgary","['https://s2.qwant.com/thumbr/474x248/e/f/e394129b620ac39d3e7dc573d006d7814f25c268849447d8177052574b6059/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.dvWXOZO-Y9gT0ZIMhHKPrgHaD4%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x266/8/f/d6934bb60b13bd922037af409d847ba6987b56605a54b26ea8a4ca470252c3/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.v3cmP2pGRzA7TkdnUl7ATgHaEK%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x355/7/7/11f7b32c264b5924679fa4bcb763436399b6e37dd893c41a797d354b440c0a/th.jpg?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.Xfn6ReCd-IjMZDLRywCbMAHaFj%26pid%3DApi&q=0&b=1&p=0&a=0']"
 Bistro Novellenew,,,https://www.opentable.ca/r/bistro-novelle-calgary?corrid=26186fa6-0a4f-4934-b0ab-72f332d001dd&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,4.8,0.5,"Welcome to Bistro Novelle. We are honored to have served the community for 10 years and counting -- whether you are a local regular or a new friend, it is our pleasure to host you.We look forward to welcoming you.","Contemporary,Canadian,Calgary","['https://s1.qwant.com/thumbr/474x711/8/6/144d88e09dc9a67793695aead8931fa0684e94a9f3cc3591b64fbc77f5c35a/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.jFPvxKkyV2omltTvEYRKiAHaLH%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x547/d/f/cb0f1a85a9dfc5e630ba00879c9c39b4c7b728ad1f31d0816f1a66a54a4dc2/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.owLOk08z_XZjP2EiTJkbQAHaIj%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x632/1/9/ccd857cc0c1c5d197cf88a51cac0419d10600ee90738f39c38465b684f2224/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.aklyo9x1IiVmb-YnDdX-ggHaJ4%26pid%3DApi&q=0&b=1&p=0&a=0']"
 Koi,"1011 1 St SW, Calgary, AB T2R 1J2",(403) 206-1564,https://www.opentable.ca/r/koi-calgary?corrid=26186fa6-0a4f-4934-b0ab-72f332d001dd&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,4.3,0.5,Amazing experience at Koi. The live music combined with amazing food was sush a wonderful treat,"Contemporary,Asian,Downtown","['https://s2.qwant.com/thumbr/474x355/6/0/244665f176181580068cfb5670dad52a531e429134d04367b1b8f1801c8a25/th.jpg?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.6i4w3TVSfAa7V-MpVpx2XwHaFj%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x355/7/1/fcb76ca2a74a140bee06c68865f7eadb08b635fef5615223c4fee40a791249/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.TJVS-R90ilbnMvcpQDkUMQHaFj%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x355/5/5/290143ab7f557226e5f616b432106d01e09af3c00c3a384060e315cc7a5c1f/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.LFm2VI9svcSRM0yyQRnIQQHaFj%26pid%3DApi&q=0&b=1&p=0&a=0']"
 The Wildenew,,,https://www.opentable.ca/r/the-wilde-calgary?corrid=26186fa6-0a4f-4934-b0ab-72f332d001dd&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,4.6,1.0,"Amazing space with spectacular, unique food! Our server was lovely and did a great job!","Contemporary,Canadian,Calgary","['https://s1.qwant.com/thumbr/300x300/9/d/6c5ccde58cde49737c92c216c43778eb19db5700ef382d2c522d432f0ae673/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIF.98N09DksjWMZX7Z9HSXpnw%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/300x300/8/9/edb420c5e72e8d9e41d8535dda8bc5efbab31c3db75e5954b520a58c991252/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIF.D6sWgaMlrq6o0PmM%252bP8x6w%26pid%3DApi&q=0&b=1&p=0&a=0', '']"
 Original Joe's - Stephen Ave,"109 8 Ave SW, Calgary, AB T2P 1B4",(403) 262-7248,https://www.opentable.ca/r/original-joes-stephen-ave-calbary?corrid=26186fa6-0a4f-4934-b0ab-72f332d001dd&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,3.0,0.5,We were early enough to enjoy a few appies on the happy hour menu.  A nice draft selection with local offerings.  We had a group gathering and could easily chat amongst us which is great over a loud place.,"Burgers,Downtown","['https://s1.qwant.com/thumbr/474x248/8/8/895ca19d8236de49ccdeefe5c3b34ad486d870d1fef021908d59b800d849d2/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.0qmXE-K6dULPw4gQ5py89wHaD4%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x474/1/8/efdfa0d8c797bf2b733a7260688a29e7072c7635fe358a8ef781844f0397b6/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.BXmk9YB5OpRq-s8ADETmWwHaHa%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x355/4/a/825238b2166b741e8433ecb346be2fb9418bb2acf4dd0412e46a1ba44af0cd/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.xAdnw7WsfPLFYnH8M_BtUQHaFj%26pid%3DApi&q=0&b=1&p=0&a=0']"
 OWL Patio & Bar,"320 4 Ave SW, Calgary, AB T2P 2S6",(403) 463-2335,https://www.opentable.ca/r/owl-patio-and-bar-calgary?corrid=26186fa6-0a4f-4934-b0ab-72f332d001dd&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,2.5,0.5,Food good for casual spot but noisy since outside at street level,"Contemporary,Canadian,Calgary","['https://s1.qwant.com/thumbr/474x474/a/0/25341e5b5679dea63b8deb037efbe333077e32e885be8095d0af8ac996c979/th.jpg?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.tf9Hr3kUT0eXgWW-h835EgHaHa%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x474/6/b/b409bb700732593b1b387b5f2501f375e3f317f87ea3d31669ed2e1f773011/th.jpg?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.K9hb8gCUHNZBi_Zq9tpDWgHaHa%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x474/c/a/e7adddd6da8a7743c173be8177e442b1a24127f8f686636fa2d5b384ab6998/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.Y8ncZA9kYKqKpFRolv9AsgHaHa%26pid%3DApi&q=0&b=1&p=0&a=0']"
