Name,Address,Phone,Website,Rating,Pricing,Description,Tags,Images,Latitude,Longitude
 Milestones Grill + Bar - Calgary - Southcentre Mall,"90 Anderson Rd SE, Calgary, AB T2J 0A2",(403) 225-1150,https://www.opentable.ca/r/milestones-grill-and-bar-calgary-southcentre-mall-calgary?corrid=21edc283-fc00-4e6d-aabb-3872eaf46929&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,3,0.5,"Very tasty food, great Caesars, pasta was very good lots of garlic which we love and the seabass was cooked perfectly!","Global,International,Calgary","['https://s1.qwant.com/thumbr/474x474/2/4/7b44b3b22d8e1a5eeb1e49526109c0e305b82dd62939ed3165f2e28af561e1/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.sQHkklgxI09v84ocMynvxwHaHa%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x474/2/2/d3bd05859dc52ee424691c4ea3055f4031d62bb6484549ab5689d988a28b0d/th.jpg?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.Di49nVET62Nejoj2ODohUwHaHa%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x474/5/5/3b06084bcd1a412d56f7a63acc96eb3fd9a7e07197ae22f17f94cd20de44be/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.xvfGbsFHTmGuG2Hl9wiuFgHaHa%26pid%3DApi&q=0&b=1&p=0&a=0']",50.9524649,-114.0693056
 MODERN OCEAN - Southport Rd,"10606 Southport Rd SW, Calgary, AB T2W 3M5",(403) 300-1424,https://www.opentable.ca/r/modern-ocean-southport-rd-calgary?corrid=21edc283-fc00-4e6d-aabb-3872eaf46929&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,4,0.75,They really have solved the puzzle for good quality food and service on the south end of the city - the new East patio is great,"Seafood,Willow,Park","['https://s1.qwant.com/thumbr/474x474/8/6/4edd51a687c3d2a65dc3308a257587f34debe4f4ee84d4ef88abe22f30137a/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.o9DK8qnm0ZxifStvSvo_xgHaHa%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x474/5/e/5b7548a5a55a9388d8859122f0a003b2a9adf18c999122256982955e477c7a/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.GmwImJqpVTABFJgnGJakSAHaHa%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x244/a/a/00a2225b52b36de52207bc3daa41d1ab6f544e7ff5a7e5a73cc001830ec8a6/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.OxLmduNGbyNabhRs1V-JTAHaD0%26pid%3DApi&q=0&b=1&p=0&a=0']",50.95821735,-114.0723112
 The Canadian Brewhouse - Harvest Hills,"9650 Harvest Hills Blvd N, Calgary, AB T3K 0B3",(403) 452-5636,https://www.opentable.ca/r/the-canadian-brewhouse-harvest-hills-calgary?corrid=21edc283-fc00-4e6d-aabb-3872eaf46929&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,4.3,0.5,They are very accommodating and never had issues at this location,"Sports,Bar,Calgary","['https://s2.qwant.com/thumbr/474x355/f/0/15a7211722c4b9020179d5467aeb7dd11f5bf7c7e9baa5326e9b3e84f6ed25/th.jpg?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.RDYOlsjwAdMcy4r48hzv3wHaFj%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x316/1/7/9509d6afbea372bba69b7a6b8545bcfe72a41faf932efb846f7385c47156b8/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.PUbxNNTVnWsabSIZYW2T2AHaE8%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/348x348/5/c/12e69114cf5488a9c16fa109ab07897436045c78194a6a476c8b9973dcb7b4/th.jpg?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.DWZNDqUoCjH1Al7Z_QagdgAAAA%26pid%3DApi&q=0&b=1&p=0&a=0']",51.1406324,-114.0686256
 YAKIMA Social Kitchen + Bar,"2008 Airport Rd NE, Calgary, AB T2E 3B9",(587) 232-0538,https://www.opentable.ca/r/yakima-social-kitchen-and-bar-calgary?corrid=21edc283-fc00-4e6d-aabb-3872eaf46929&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,4.4,0.75,"It was a very quiet late Monday morning when we had our brunch. Unfortunately, the all-day menu was not available so we were limited mostly to egg-y choices. 

That said, both plates were generous and well-presented. The avocado-mozzarella-egg combo was especially tasty. The fruit bowl was ample with no cheap contents. Berries and melons!  Very fresh.

Service was friendly and enthusiastic if a little less than professional. So many newbies waiting tables today. But our server was sweet and eager to please.","Canadian,Calgary","['https://s2.qwant.com/thumbr/474x474/4/4/ec80e1a4d2f3ff4a2f70a07f709763c12cbf0f1d96b94b9f0ade6d5ffa7bbd/th.jpg?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.I4AsEuzR4lzenFFVrRlvPgHaHa%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x355/a/b/0e990d19529fda06aedbb7834114f6d774980c373148d54c9a06406c2572c7/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.HP27XV7XmwnEYT2Zc6GXmwHaFj%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x355/d/7/d2f9002f82d1adb2b7284a6707c359a454d748dd9393e4abb4afe094b23019/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.mgz71WEBPECs7-zf01aIngHaFj%26pid%3DApi&q=0&b=1&p=0&a=0']",51.1303726,-114.0075303
 Calavera Cantina,"4307 130 Ave SE #180, Calgary, AB T2Z 3V8",(403) 719-8226,https://www.opentable.ca/r/calavera-cantina-calgary?corrid=21edc283-fc00-4e6d-aabb-3872eaf46929&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,3.4,0.5,"Love it here, especially tacos on Tuesday. Friendly servers, great vibe.","Latin,American,Calgary","['https://s2.qwant.com/thumbr/474x316/d/8/fbbe4704a492c62682e22a2deb40c0584973038ac565d37942c8ef5b65a03d/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.9_-yHmSj0vB4OOCWURH1-gHaE8%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x500/0/e/49fd3c66c72d29377d8c3f85b82e1a1bed6dd1ca5714491473a31e0abebc3d/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.k76rXndyFYT2dhxksq_YJQHaH0%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x244/e/a/fd982670ffc172b00d80c80b85bf46836288bcf7c7edc7e47f1f08da6330f3/th.jpg?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.lgeg8QIvUkI2_3jU0ky40QHaD0%26pid%3DApi&q=0&b=1&p=0&a=0']",50.93136925,-113.9688996
 Cineplex Cinemas Seton & VIP,"19683 Seton Crescent SE, Calgary, AB T3M 2N9",(587) 318-3370,https://www.opentable.ca/r/cineplex-cinemas-seton-and-vip-calgary?corrid=21edc283-fc00-4e6d-aabb-3872eaf46929&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,4.3,0.75,Great atmosphere and very good service. Good was good as well and was quick. It is a little on the expensive side but overall it was a nice experience.,"American,Calgary","['https://s1.qwant.com/thumbr/474x278/a/8/def1fe081bd518bc6b0a64baa0569752e3840672d1f15f10a98afbe8f45db7/th.jpg?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.pXNz2pIXAkO4tYPLPde5fAHaEW%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x266/4/f/a18a21f9d9ead1243fba8fa9dae71f5922a47e2db61068c415fb247c289436/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.pOuH3h-RtWYUg2Qr5q0UOgHaEK%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x316/c/2/fa4f1a27c45a2257061fe8a85495dbe38b97da3deee375261b20f57d852586/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.iBIuQlQLlOrreiZF-OaskgHaE8%26pid%3DApi&q=0&b=1&p=0&a=0']",50.87583255,-113.9610278
 Southland Yard,"135 Southland Dr SE, Calgary, AB T2J 5X5",(403) 225-8636,https://www.opentable.ca/r/southland-yard-calgary?corrid=1c5ccf99-ff7c-42fc-868f-e2552c2a6fcb&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,4.4,0.5,We were five guests for supper. The food and the service were both outstanding.,"Comfort,Food,Calgary","['https://s2.qwant.com/thumbr/474x474/d/7/167ff99ed95e863daa980f9653a4ab466ae5f98132e8754b495d8d4aefce5f/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.QORofEadpseyC8BaI0wMvwHaHa%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x592/4/0/202a4253324f88fa9448aa34132dc925f68b0c718679d9e6024d2622e3f2cd/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.aVHO_WVuXnQkE1bxgnkhMwHaJQ%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x266/b/c/cf2222a5d8add74bba1857d0e239e558f981447f2559a30a6ac57ff109fe7e/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.huHbthW1N9E7kzQFMSDCAQHaEK%26pid%3DApi&q=0&b=1&p=0&a=0']",50.964428,-114.0691553
 Hungers Stop,"3102 Glenmore Ct SE, Calgary, AB T2C 2E6",(403) 475-1030,https://www.opentable.ca/r/hungers-stop-calgary-2?corrid=1c5ccf99-ff7c-42fc-868f-e2552c2a6fcb&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,4.7,0.5,Went when they first opened. Great food and very friendly service,"Comfort,Food,Glenmore,Court","['https://s1.qwant.com/thumbr/474x244/9/5/2988f4ddc7af041805c8d8b9f1fb5e52eb8036808642ab166dbcf1d3445247/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.LhQvw9xH4V3GMlOOATP_-QHaD0%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x349/6/0/27e583da4b044124dadff11ae4d340b76d38ee31a12fb0f9a9d435ef169c3f/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.EHHzp_NWNGGKrpz1G0QjWQHaFd%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x474/1/a/e42d36d27a0649baf64502c8c654299c7e3b1aec4bf1976dc3066414bf35ab/th.jpg?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.iaDTAVny6AYHndn_GNNfTQHaHa%26pid%3DApi&q=0&b=1&p=0&a=0']",50.9813071,-113.9968848
 Murrieta's Calgary,"808 1 St SW #200, Calgary, AB T2P 1M9",(403) 269-7707,https://www.opentable.ca/r/murrietas-calgary?corrid=1c5ccf99-ff7c-42fc-868f-e2552c2a6fcb&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,4.2,0.75,"Birthday dinner with family. We had the most incredible service throughout our dining experience. Rarely do you get this attentive and friendly service in any restaurant but we sure were treated well this evening. Food was very good and everyone seemed to enjoy their meal tremendously. 
Thank you","American,Calgary","['https://s2.qwant.com/thumbr/474x632/c/b/50cf4fcc3791b04bfbe283bae0b14490bde9f1eda73989462e0d1a4afd9cbf/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.41mzID2OYBluKkcX1iwaIAHaJ4%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x355/9/4/cf7bab637136d5df575debdf344329fc35c024925dea2bcf018bec0a3dd8b5/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.a_wi1g-km_xNB_pzmYKVaQHaFj%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x331/2/4/2164455956f9894d3f11cc732c5d34a6d5a48813c23b54282bb6c500b9876b/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.4tk8QReuHTJ1OrPtebUrXQHaFL%26pid%3DApi&q=0&b=1&p=0&a=0']",51.045216,-114.065354
 Calcutta Cricket Clubnew,"340 17 Ave SW, Calgary, AB T2S 0A8",(403) 719-1555,https://www.opentable.ca/r/calcutta-cricket-club-calgary?corrid=1c5ccf99-ff7c-42fc-868f-e2552c2a6fcb&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,5,0.75,The food was amazing and reasonably priced. Second time that the service was wonderful.,"Indian,Beltline","['https://s2.qwant.com/thumbr/474x263/6/5/686ab0e9f33c5a4b4446fd5c1514e12be1447dd9e667ab6e18940f1ae569d6/th.jpg?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.Xz9TPKohbLBW2Du3r7FrEAHaEH%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/180x120/9/3/de25efe631d306ef3f97c6112f81f6bad84fd13c2e03d3cf1517dd449b62d3/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.2XptTwsuIXJQBjIIiK8ctwAAAA%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x355/1/8/238506b08e26d8170610a1c080b1e9bea5788a3d9ac1d3682f3028c829d700/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.cOAQNRs4ulyV1ynWiNTSqAHaFj%26pid%3DApi&q=0&b=1&p=0&a=0']",51.0381352,-114.0709281
 Earls Kitchen + Bar - Willow Park - Calgary,"10640 Macleod Trail SE, Calgary, AB T2J 0P8",(403) 278-7860,https://www.opentable.ca/r/earls-kitchen-and-bar-willow-park-calgary?corrid=1c5ccf99-ff7c-42fc-868f-e2552c2a6fcb&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,3.9,0.75,Just a great experience last night! Was super impressed and so happy!,"American,Mission","['https://s2.qwant.com/thumbr/474x315/7/6/65f8acffbb04cbd2e81608f170c5b0779dda81c3bbdc55766d013557ea7968/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.GhURpS_USONIQ23-j5j5sgHaE7%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x332/9/6/db9293ef22cf132606439b4cb9142f242b24777ce2989d0c1ad4dc0c1b0185/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.QsHvLPvoMIdSTCwuYBW17wHaFM%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x474/4/8/7edcccf2a969fd304929fb040233e6f0093c40e20a2552ede3b2d2859358e9/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.BqOreRbW92HFy49RpTtA1QHaHa%26pid%3DApi&q=0&b=1&p=0&a=0']",50.9174893,-114.0701968
